keff,panels_deg,areal_dens,type,solbor,burnup,vf
0.93655,8,1.00E-11,bwr,0,35,0.7
0.95965,12,1.00E-11,bwr,0,35,0.7
0.99611,20,1.00E-11,bwr,0,35,0.7
1.04011,40,1.00E-11,bwr,0,35,0.7
1.07367,80,1.00E-11,bwr,0,35,0.7
1.1197,200,1.00E-11,bwr,0,35,0.7
0.89644,1,0.002,bwr,0,35,0.7
0.89767,2,0.002,bwr,0,35,0.7
0.89737,3,0.002,bwr,0,35,0.7
0.89901,4,0.002,bwr,0,35,0.7
0.90118,8,0.002,bwr,0,35,0.7
0.90491,12,0.002,bwr,0,35,0.7
0.91226,20,0.002,bwr,0,35,0.7
0.92821,40,0.002,bwr,0,35,0.7
0.94559,80,0.002,bwr,0,35,0.7
0.97453,200,0.002,bwr,0,35,0.7
0.89657,1,0.004,bwr,0,35,0.7
0.89682,2,0.004,bwr,0,35,0.7
0.89688,3,0.004,bwr,0,35,0.7
0.89789,4,0.004,bwr,0,35,0.7
0.89846,8,0.004,bwr,0,35,0.7
0.8995,12,0.004,bwr,0,35,0.7
0.90194,20,0.004,bwr,0,35,0.7
0.90641,40,0.004,bwr,0,35,0.7
0.91388,80,0.004,bwr,0,35,0.7
0.93168,200,0.004,bwr,0,35,0.7
0.89642,1,0.006,bwr,0,35,0.7
0.89681,2,0.006,bwr,0,35,0.7
0.89717,3,0.006,bwr,0,35,0.7
0.89713,4,0.006,bwr,0,35,0.7
0.89754,8,0.006,bwr,0,35,0.7
0.89747,12,0.006,bwr,0,35,0.7
0.8978,20,0.006,bwr,0,35,0.7
0.8988,40,0.006,bwr,0,35,0.7
0.90145,80,0.006,bwr,0,35,0.7
0.90859,200,0.006,bwr,0,35,0.7
0.89652,1,0.008,bwr,0,35,0.7
0.89698,2,0.008,bwr,0,35,0.7
0.89689,3,0.008,bwr,0,35,0.7
0.89729,4,0.008,bwr,0,35,0.7
0.89701,8,0.008,bwr,0,35,0.7
0.89688,12,0.008,bwr,0,35,0.7
0.89655,20,0.008,bwr,0,35,0.7
0.89605,40,0.008,bwr,0,35,0.7
0.8949,80,0.008,bwr,0,35,0.7
0.89139,200,0.008,bwr,0,35,0.7
0.89645,1,0.01,bwr,0,35,0.7
0.89601,2,0.01,bwr,0,35,0.7
0.89686,3,0.01,bwr,0,35,0.7
0.89698,4,0.01,bwr,0,35,0.7
0.89632,8,0.01,bwr,0,35,0.7
0.89574,12,0.01,bwr,0,35,0.7
0.89512,20,0.01,bwr,0,35,0.7
0.89434,40,0.01,bwr,0,35,0.7
0.8914,80,0.01,bwr,0,35,0.7
0.8792,200,0.01,bwr,0,35,0.7
0.89623,1,0.012,bwr,0,35,0.7
0.89676,2,0.012,bwr,0,35,0.7
0.89668,3,0.012,bwr,0,35,0.7
0.89629,4,0.012,bwr,0,35,0.7
0.89591,8,0.012,bwr,0,35,0.7
0.89645,12,0.012,bwr,0,35,0.7
0.89464,20,0.012,bwr,0,35,0.7
0.89285,40,0.012,bwr,0,35,0.7
0.88894,80,0.012,bwr,0,35,0.7
0.86955,200,0.012,bwr,0,35,0.7
0.896,1,0.014,bwr,0,35,0.7
0.89712,2,0.014,bwr,0,35,0.7
0.89643,3,0.014,bwr,0,35,0.7
0.897,4,0.014,bwr,0,35,0.7
0.89556,8,0.014,bwr,0,35,0.7
0.89591,12,0.014,bwr,0,35,0.7
0.89461,20,0.014,bwr,0,35,0.7
0.89208,40,0.014,bwr,0,35,0.7
0.88753,80,0.014,bwr,0,35,0.7
0.86112,200,0.014,bwr,0,35,0.7
0.89667,1,0.016,bwr,0,35,0.7
0.89633,2,0.016,bwr,0,35,0.7
0.89694,3,0.016,bwr,0,35,0.7
0.89637,4,0.016,bwr,0,35,0.7
0.89611,8,0.016,bwr,0,35,0.7
0.89522,12,0.016,bwr,0,35,0.7
0.8946,20,0.016,bwr,0,35,0.7
0.8912,40,0.016,bwr,0,35,0.7
0.88619,80,0.016,bwr,0,35,0.7
0.85438,200,0.016,bwr,0,35,0.7
0.89597,1,0.018,bwr,0,35,0.7
0.8965,2,0.018,bwr,0,35,0.7
0.8964,3,0.018,bwr,0,35,0.7
0.89669,4,0.018,bwr,0,35,0.7
0.89575,8,0.018,bwr,0,35,0.7
0.89527,12,0.018,bwr,0,35,0.7
0.89373,20,0.018,bwr,0,35,0.7
0.89112,40,0.018,bwr,0,35,0.7
0.88505,80,0.018,bwr,0,35,0.7
0.84833,200,0.018,bwr,0,35,0.7
0.89591,1,0.02,bwr,0,35,0.7
0.8962,2,0.02,bwr,0,35,0.7
0.89636,3,0.02,bwr,0,35,0.7
0.89623,4,0.02,bwr,0,35,0.7
0.89523,8,0.02,bwr,0,35,0.7
0.89551,12,0.02,bwr,0,35,0.7
0.8942,20,0.02,bwr,0,35,0.7
0.891,40,0.02,bwr,0,35,0.7
0.88438,80,0.02,bwr,0,35,0.7
0.84279,200,0.02,bwr,0,35,0.7
0.89648,1,0.022,bwr,0,35,0.7
0.89648,2,0.022,bwr,0,35,0.7
0.89648,3,0.022,bwr,0,35,0.7
0.89648,4,0.022,bwr,0,35,0.7
0.89551,8,0.022,bwr,0,35,0.7
0.89448,12,0.022,bwr,0,35,0.7
0.89394,20,0.022,bwr,0,35,0.7
0.8905,40,0.022,bwr,0,35,0.7
0.88388,80,0.022,bwr,0,35,0.7
0.83827,200,0.022,bwr,0,35,0.7
0.97315,0,1.00E-11,pwr,0,37,0
0.97472,1,1.00E-11,pwr,0,37,0
0.97871,2,1.00E-11,pwr,0,37,0
0.99043,3,1.00E-11,pwr,0,37,0
1.00466,4,1.00E-11,pwr,0,37,0
1.03419,8,1.00E-11,pwr,0,37,0
1.05151,12,1.00E-11,pwr,0,37,0
1.07586,20,1.00E-11,pwr,0,37,0
1.09957,40,1.00E-11,pwr,0,37,0
1.11658,80,1.00E-11,pwr,0,37,0
1.13757,200,1.00E-11,pwr,0,37,0
0.97315,0,0.002,pwr,0,37,0
0.97344,1,0.002,pwr,0,37,0
0.97469,2,0.002,pwr,0,37,0
0.97572,3,0.002,pwr,0,37,0
0.97889,4,0.002,pwr,0,37,0
0.98876,8,0.002,pwr,0,37,0
0.99787,12,0.002,pwr,0,37,0
1.01144,20,0.002,pwr,0,37,0
1.02876,40,0.002,pwr,0,37,0
1.04037,80,0.002,pwr,0,37,0
1.0574,200,0.002,pwr,0,37,0
0.97315,0,0.004,pwr,0,37,0
0.97334,1,0.004,pwr,0,37,0
0.97366,2,0.004,pwr,0,37,0
0.97448,3,0.004,pwr,0,37,0
0.97499,4,0.004,pwr,0,37,0
0.98013,8,0.004,pwr,0,37,0
0.98547,12,0.004,pwr,0,37,0
0.99388,20,0.004,pwr,0,37,0
1.0062,40,0.004,pwr,0,37,0
1.01632,80,0.004,pwr,0,37,0
1.03071,200,0.004,pwr,0,37,0
0.97315,0,0.006,pwr,0,37,0
0.97291,1,0.006,pwr,0,37,0
0.9732,2,0.006,pwr,0,37,0
0.97365,3,0.006,pwr,0,37,0
0.97475,4,0.006,pwr,0,37,0
0.97643,8,0.006,pwr,0,37,0
0.97942,12,0.006,pwr,0,37,0
0.9851,20,0.006,pwr,0,37,0
0.99424,40,0.006,pwr,0,37,0
1.00276,80,0.006,pwr,0,37,0
1.01611,200,0.006,pwr,0,37,0
0.97315,0,0.008,pwr,0,37,0
0.97321,1,0.008,pwr,0,37,0
0.97388,2,0.008,pwr,0,37,0
0.97408,3,0.008,pwr,0,37,0
0.97371,4,0.008,pwr,0,37,0
0.97558,8,0.008,pwr,0,37,0
0.97689,12,0.008,pwr,0,37,0
0.98064,20,0.008,pwr,0,37,0
0.98781,40,0.008,pwr,0,37,0
0.99428,80,0.008,pwr,0,37,0
1.00636,200,0.008,pwr,0,37,0
0.97315,0,0.01,pwr,0,37,0
0.97342,1,0.01,pwr,0,37,0
0.97328,2,0.01,pwr,0,37,0
0.97392,3,0.01,pwr,0,37,0
0.9743,4,0.01,pwr,0,37,0
0.97502,8,0.01,pwr,0,37,0
0.97579,12,0.01,pwr,0,37,0
0.97798,20,0.01,pwr,0,37,0
0.98257,40,0.01,pwr,0,37,0
0.98767,80,0.01,pwr,0,37,0
0.99874,200,0.01,pwr,0,37,0
0.97315,0,0.012,pwr,0,37,0
0.97299,1,0.012,pwr,0,37,0
0.97346,2,0.012,pwr,0,37,0
0.9734,3,0.012,pwr,0,37,0
0.97344,4,0.012,pwr,0,37,0
0.97448,8,0.012,pwr,0,37,0
0.97478,12,0.012,pwr,0,37,0
0.97599,20,0.012,pwr,0,37,0
0.97949,40,0.012,pwr,0,37,0
0.98379,80,0.012,pwr,0,37,0
0.99234,200,0.012,pwr,0,37,0
0.97315,0,0.014,pwr,0,37,0
0.97315,1,0.014,pwr,0,37,0
0.97297,2,0.014,pwr,0,37,0
0.97313,3,0.014,pwr,0,37,0
0.97341,4,0.014,pwr,0,37,0
0.97382,8,0.014,pwr,0,37,0
0.97395,12,0.014,pwr,0,37,0
0.97562,20,0.014,pwr,0,37,0
0.9773,40,0.014,pwr,0,37,0
0.98084,80,0.014,pwr,0,37,0
0.98735,200,0.014,pwr,0,37,0
0.97315,0,0.016,pwr,0,37,0
0.9726,1,0.016,pwr,0,37,0
0.97352,2,0.016,pwr,0,37,0
0.97324,3,0.016,pwr,0,37,0
0.97314,4,0.016,pwr,0,37,0
0.97322,8,0.016,pwr,0,37,0
0.97371,12,0.016,pwr,0,37,0
0.97438,20,0.016,pwr,0,37,0
0.97557,40,0.016,pwr,0,37,0
0.9781,80,0.016,pwr,0,37,0
0.9829,200,0.016,pwr,0,37,0
0.97315,0,0.018,pwr,0,37,0
0.97268,1,0.018,pwr,0,37,0
0.97286,2,0.018,pwr,0,37,0
0.97333,3,0.018,pwr,0,37,0
0.97283,4,0.018,pwr,0,37,0
0.97341,8,0.018,pwr,0,37,0
0.97354,12,0.018,pwr,0,37,0
0.97332,20,0.018,pwr,0,37,0
0.9746,40,0.018,pwr,0,37,0
0.97586,80,0.018,pwr,0,37,0
0.97917,200,0.018,pwr,0,37,0
0.97315,0,0.02,pwr,0,37,0
0.97343,1,0.02,pwr,0,37,0
0.97297,2,0.02,pwr,0,37,0
0.9732,3,0.02,pwr,0,37,0
0.97272,4,0.02,pwr,0,37,0
0.97337,8,0.02,pwr,0,37,0
0.97301,12,0.02,pwr,0,37,0
0.97368,20,0.02,pwr,0,37,0
0.97363,40,0.02,pwr,0,37,0
0.97361,80,0.02,pwr,0,37,0
0.97623,200,0.02,pwr,0,37,0
0.97315,0,0.022,pwr,0,37,0
0.97353,1,0.022,pwr,0,37,0
0.9736,2,0.022,pwr,0,37,0
0.97234,3,0.022,pwr,0,37,0
0.97352,4,0.022,pwr,0,37,0
0.97282,8,0.022,pwr,0,37,0
0.97281,12,0.022,pwr,0,37,0
0.97325,20,0.022,pwr,0,37,0
0.97306,40,0.022,pwr,0,37,0
0.97273,80,0.022,pwr,0,37,0
0.97315,200,0.022,pwr,0,37,0
0.89624,0,1.00E-11,pwr,500,37,0
0.89813,1,1.00E-11,pwr,500,37,0
0.90006,2,1.00E-11,pwr,500,37,0
0.907,3,1.00E-11,pwr,500,37,0
0.9167,4,1.00E-11,pwr,500,37,0
0.93927,8,1.00E-11,pwr,500,37,0
0.95325,12,1.00E-11,pwr,500,37,0
0.97281,20,1.00E-11,pwr,500,37,0
0.99312,40,1.00E-11,pwr,500,37,0
1.00707,80,1.00E-11,pwr,500,37,0
1.02461,200,1.00E-11,pwr,500,37,0
0.89624,0,0.002,pwr,500,37,0
0.8968,1,0.002,pwr,500,37,0
0.89783,2,0.002,pwr,500,37,0
0.89856,3,0.002,pwr,500,37,0
0.90105,4,0.002,pwr,500,37,0
0.90842,8,0.002,pwr,500,37,0
0.91635,12,0.002,pwr,500,37,0
0.92689,20,0.002,pwr,500,37,0
0.94118,40,0.002,pwr,500,37,0
0.9514,80,0.002,pwr,500,37,0
0.96555,200,0.002,pwr,500,37,0
0.89624,0,0.004,pwr,500,37,0
0.89652,1,0.004,pwr,500,37,0
0.89763,2,0.004,pwr,500,37,0
0.89749,3,0.004,pwr,500,37,0
0.8986,4,0.004,pwr,500,37,0
0.90187,8,0.004,pwr,500,37,0
0.90617,12,0.004,pwr,500,37,0
0.9132,20,0.004,pwr,500,37,0
0.92453,40,0.004,pwr,500,37,0
0.93205,80,0.004,pwr,500,37,0
0.94563,200,0.004,pwr,500,37,0
0.89624,0,0.006,pwr,500,37,0
0.89711,1,0.006,pwr,500,37,0
0.89696,2,0.006,pwr,500,37,0
0.89707,3,0.006,pwr,500,37,0
0.89827,4,0.006,pwr,500,37,0
0.89919,8,0.006,pwr,500,37,0
0.90196,12,0.006,pwr,500,37,0
0.90618,20,0.006,pwr,500,37,0
0.91462,40,0.006,pwr,500,37,0
0.92194,80,0.006,pwr,500,37,0
0.93306,200,0.006,pwr,500,37,0
0.89624,0,0.008,pwr,500,37,0
0.89632,1,0.008,pwr,500,37,0
0.89703,2,0.008,pwr,500,37,0
0.89665,3,0.008,pwr,500,37,0
0.89762,4,0.008,pwr,500,37,0
0.89846,8,0.008,pwr,500,37,0
0.89973,12,0.008,pwr,500,37,0
0.9022,20,0.008,pwr,500,37,0
0.90918,40,0.008,pwr,500,37,0
0.91483,80,0.008,pwr,500,37,0
0.92542,200,0.008,pwr,500,37,0
0.89624,0,0.01,pwr,500,37,0
0.89711,1,0.01,pwr,500,37,0
0.89683,2,0.01,pwr,500,37,0
0.89698,3,0.01,pwr,500,37,0
0.89761,4,0.01,pwr,500,37,0
0.89811,8,0.01,pwr,500,37,0
0.89937,12,0.01,pwr,500,37,0
0.90059,20,0.01,pwr,500,37,0
0.9048,40,0.01,pwr,500,37,0
0.90984,80,0.01,pwr,500,37,0
0.91882,200,0.01,pwr,500,37,0
0.89624,0,0.012,pwr,500,37,0
0.89692,1,0.012,pwr,500,37,0
0.89669,2,0.012,pwr,500,37,0
0.89696,3,0.012,pwr,500,37,0
0.89714,4,0.012,pwr,500,37,0
0.89785,8,0.012,pwr,500,37,0
0.89788,12,0.012,pwr,500,37,0
0.8995,20,0.012,pwr,500,37,0
0.90259,40,0.012,pwr,500,37,0
0.90588,80,0.012,pwr,500,37,0
0.91318,200,0.012,pwr,500,37,0
0.89624,0,0.014,pwr,500,37,0
0.89702,1,0.014,pwr,500,37,0
0.89655,2,0.014,pwr,500,37,0
0.89717,3,0.014,pwr,500,37,0
0.89695,4,0.014,pwr,500,37,0
0.89731,8,0.014,pwr,500,37,0
0.89773,12,0.014,pwr,500,37,0
0.89858,20,0.014,pwr,500,37,0
0.89983,40,0.014,pwr,500,37,0
0.90278,80,0.014,pwr,500,37,0
0.90835,200,0.014,pwr,500,37,0
0.89624,0,0.016,pwr,500,37,0
0.89675,1,0.016,pwr,500,37,0
0.89679,2,0.016,pwr,500,37,0
0.89711,3,0.016,pwr,500,37,0
0.89653,4,0.016,pwr,500,37,0
0.89699,8,0.016,pwr,500,37,0
0.89701,12,0.016,pwr,500,37,0
0.89758,20,0.016,pwr,500,37,0
0.89845,40,0.016,pwr,500,37,0
0.90079,80,0.016,pwr,500,37,0
0.90573,200,0.016,pwr,500,37,0
0.89624,0,0.018,pwr,500,37,0
0.89696,1,0.018,pwr,500,37,0
0.89671,2,0.018,pwr,500,37,0
0.89666,3,0.018,pwr,500,37,0
0.89624,4,0.018,pwr,500,37,0
0.89684,8,0.018,pwr,500,37,0
0.89663,12,0.018,pwr,500,37,0
0.89703,20,0.018,pwr,500,37,0
0.8974,40,0.018,pwr,500,37,0
0.89857,80,0.018,pwr,500,37,0
0.90236,200,0.018,pwr,500,37,0
0.89624,0,0.02,pwr,500,37,0
0.89695,1,0.02,pwr,500,37,0
0.89625,2,0.02,pwr,500,37,0
0.89663,3,0.02,pwr,500,37,0
0.89647,4,0.02,pwr,500,37,0
0.89669,8,0.02,pwr,500,37,0
0.89688,12,0.02,pwr,500,37,0
0.89658,20,0.02,pwr,500,37,0
0.89825,40,0.02,pwr,500,37,0
0.89778,80,0.02,pwr,500,37,0
0.89924,200,0.02,pwr,500,37,0
0.89624,0,0.022,pwr,500,37,0
0.89683,1,0.022,pwr,500,37,0
0.89678,2,0.022,pwr,500,37,0
0.89673,3,0.022,pwr,500,37,0
0.89648,4,0.022,pwr,500,37,0
0.89655,8,0.022,pwr,500,37,0
0.89641,12,0.022,pwr,500,37,0
0.89689,20,0.022,pwr,500,37,0
0.89664,40,0.022,pwr,500,37,0
0.89629,80,0.022,pwr,500,37,0
0.89624,200,0.022,pwr,500,37,0
0.83524,0,1.00E-11,pwr,1000,37,0
0.83659,1,1.00E-11,pwr,1000,37,0
0.83805,2,1.00E-11,pwr,1000,37,0
0.84215,3,1.00E-11,pwr,1000,37,0
0.84953,4,1.00E-11,pwr,1000,37,0
0.86701,8,1.00E-11,pwr,1000,37,0
0.87832,12,1.00E-11,pwr,1000,37,0
0.89473,20,1.00E-11,pwr,1000,37,0
0.91168,40,1.00E-11,pwr,1000,37,0
0.92429,80,1.00E-11,pwr,1000,37,0
0.94028,200,1.00E-11,pwr,1000,37,0
0.83524,0,0.002,pwr,1000,37,0
0.8362,1,0.002,pwr,1000,37,0
0.83619,2,0.002,pwr,1000,37,0
0.83696,3,0.002,pwr,1000,37,0
0.8384,4,0.002,pwr,1000,37,0
0.84491,8,0.002,pwr,1000,37,0
0.85038,12,0.002,pwr,1000,37,0
0.86027,20,0.002,pwr,1000,37,0
0.87193,40,0.002,pwr,1000,37,0
0.88158,80,0.002,pwr,1000,37,0
0.89486,200,0.002,pwr,1000,37,0
0.83524,0,0.004,pwr,1000,37,0
0.83526,1,0.004,pwr,1000,37,0
0.83664,2,0.004,pwr,1000,37,0
0.83652,3,0.004,pwr,1000,37,0
0.83725,4,0.004,pwr,1000,37,0
0.83993,8,0.004,pwr,1000,37,0
0.8429,12,0.004,pwr,1000,37,0
0.84986,20,0.004,pwr,1000,37,0
0.85905,40,0.004,pwr,1000,37,0
0.8661,80,0.004,pwr,1000,37,0
0.87782,200,0.004,pwr,1000,37,0
0.83524,0,0.006,pwr,1000,37,0
0.83538,1,0.006,pwr,1000,37,0
0.83597,2,0.006,pwr,1000,37,0
0.83539,3,0.006,pwr,1000,37,0
0.83672,4,0.006,pwr,1000,37,0
0.83831,8,0.006,pwr,1000,37,0
0.83997,12,0.006,pwr,1000,37,0
0.84348,20,0.006,pwr,1000,37,0
0.85039,40,0.006,pwr,1000,37,0
0.85759,80,0.006,pwr,1000,37,0
0.86751,200,0.006,pwr,1000,37,0
0.83524,0,0.008,pwr,1000,37,0
0.83527,1,0.008,pwr,1000,37,0
0.83584,2,0.008,pwr,1000,37,0
0.8357,3,0.008,pwr,1000,37,0
0.83616,4,0.008,pwr,1000,37,0
0.83663,8,0.008,pwr,1000,37,0
0.83791,12,0.008,pwr,1000,37,0
0.84066,20,0.008,pwr,1000,37,0
0.84545,40,0.008,pwr,1000,37,0
0.85172,80,0.008,pwr,1000,37,0
0.86022,200,0.008,pwr,1000,37,0
0.83524,0,0.01,pwr,1000,37,0
0.83557,1,0.01,pwr,1000,37,0
0.83572,2,0.01,pwr,1000,37,0
0.83536,3,0.01,pwr,1000,37,0
0.83648,4,0.01,pwr,1000,37,0
0.83683,8,0.01,pwr,1000,37,0
0.83727,12,0.01,pwr,1000,37,0
0.83818,20,0.01,pwr,1000,37,0
0.84252,40,0.01,pwr,1000,37,0
0.84726,80,0.01,pwr,1000,37,0
0.855,200,0.01,pwr,1000,37,0
0.83524,0,0.012,pwr,1000,37,0
0.8358,1,0.012,pwr,1000,37,0
0.83532,2,0.012,pwr,1000,37,0
0.83587,3,0.012,pwr,1000,37,0
0.8361,4,0.012,pwr,1000,37,0
0.83629,8,0.012,pwr,1000,37,0
0.83664,12,0.012,pwr,1000,37,0
0.83775,20,0.012,pwr,1000,37,0
0.84032,40,0.012,pwr,1000,37,0
0.84361,80,0.012,pwr,1000,37,0
0.85016,200,0.012,pwr,1000,37,0
0.83524,0,0.014,pwr,1000,37,0
0.83566,1,0.014,pwr,1000,37,0
0.83606,2,0.014,pwr,1000,37,0
0.83596,3,0.014,pwr,1000,37,0
0.83529,4,0.014,pwr,1000,37,0
0.8359,8,0.014,pwr,1000,37,0
0.83633,12,0.014,pwr,1000,37,0
0.8374,20,0.014,pwr,1000,37,0
0.83824,40,0.014,pwr,1000,37,0
0.84135,80,0.014,pwr,1000,37,0
0.84613,200,0.014,pwr,1000,37,0
0.83524,0,0.016,pwr,1000,37,0
0.83575,1,0.016,pwr,1000,37,0
0.83529,2,0.016,pwr,1000,37,0
0.83495,3,0.016,pwr,1000,37,0
0.83528,4,0.016,pwr,1000,37,0
0.83613,8,0.016,pwr,1000,37,0
0.83629,12,0.016,pwr,1000,37,0
0.83672,20,0.016,pwr,1000,37,0
0.83722,40,0.016,pwr,1000,37,0
0.83952,80,0.016,pwr,1000,37,0
0.84325,200,0.016,pwr,1000,37,0
0.83524,0,0.018,pwr,1000,37,0
0.8352,1,0.018,pwr,1000,37,0
0.83439,2,0.018,pwr,1000,37,0
0.83604,3,0.018,pwr,1000,37,0
0.83497,4,0.018,pwr,1000,37,0
0.83557,8,0.018,pwr,1000,37,0
0.83591,12,0.018,pwr,1000,37,0
0.83637,20,0.018,pwr,1000,37,0
0.83657,40,0.018,pwr,1000,37,0
0.83757,80,0.018,pwr,1000,37,0
0.83989,200,0.018,pwr,1000,37,0
0.83524,0,0.02,pwr,1000,37,0
0.83527,1,0.02,pwr,1000,37,0
0.83528,2,0.02,pwr,1000,37,0
0.8354,3,0.02,pwr,1000,37,0
0.83545,4,0.02,pwr,1000,37,0
0.83571,8,0.02,pwr,1000,37,0
0.83568,12,0.02,pwr,1000,37,0
0.83597,20,0.02,pwr,1000,37,0
0.8359,40,0.02,pwr,1000,37,0
0.83663,80,0.02,pwr,1000,37,0
0.83725,200,0.02,pwr,1000,37,0
0.83524,0,0.022,pwr,1000,37,0
0.83575,1,0.022,pwr,1000,37,0
0.83551,2,0.022,pwr,1000,37,0
0.83531,3,0.022,pwr,1000,37,0
0.83575,4,0.022,pwr,1000,37,0
0.83536,8,0.022,pwr,1000,37,0
0.83572,12,0.022,pwr,1000,37,0
0.8356,20,0.022,pwr,1000,37,0
0.83575,40,0.022,pwr,1000,37,0
0.83529,80,0.022,pwr,1000,37,0
0.83524,200,0.022,pwr,1000,37,0
0.78436,0,1.00E-11,pwr,1500,37,0
0.78495,1,1.00E-11,pwr,1500,37,0
0.78602,2,1.00E-11,pwr,1500,37,0
0.78929,3,1.00E-11,pwr,1500,37,0
0.79498,4,1.00E-11,pwr,1500,37,0
0.80903,8,1.00E-11,pwr,1500,37,0
0.819,12,1.00E-11,pwr,1500,37,0
0.83302,20,1.00E-11,pwr,1500,37,0
0.84724,40,1.00E-11,pwr,1500,37,0
0.85871,80,1.00E-11,pwr,1500,37,0
0.87267,200,1.00E-11,pwr,1500,37,0
0.78436,0,0.002,pwr,1500,37,0
0.78477,1,0.002,pwr,1500,37,0
0.78488,2,0.002,pwr,1500,37,0
0.78573,3,0.002,pwr,1500,37,0
0.7871,4,0.002,pwr,1500,37,0
0.79206,8,0.002,pwr,1500,37,0
0.79773,12,0.002,pwr,1500,37,0
0.80563,20,0.002,pwr,1500,37,0
0.81705,40,0.002,pwr,1500,37,0
0.82494,80,0.002,pwr,1500,37,0
0.83695,200,0.002,pwr,1500,37,0
0.78436,0,0.004,pwr,1500,37,0
0.78508,1,0.004,pwr,1500,37,0
0.78495,2,0.004,pwr,1500,37,0
0.78535,3,0.004,pwr,1500,37,0
0.78553,4,0.004,pwr,1500,37,0
0.78843,8,0.004,pwr,1500,37,0
0.79144,12,0.004,pwr,1500,37,0
0.79652,20,0.004,pwr,1500,37,0
0.80472,40,0.004,pwr,1500,37,0
0.81193,80,0.004,pwr,1500,37,0
0.82285,200,0.004,pwr,1500,37,0
0.78436,0,0.006,pwr,1500,37,0
0.78447,1,0.006,pwr,1500,37,0
0.785,2,0.006,pwr,1500,37,0
0.78491,3,0.006,pwr,1500,37,0
0.78533,4,0.006,pwr,1500,37,0
0.78697,8,0.006,pwr,1500,37,0
0.7878,12,0.006,pwr,1500,37,0
0.79068,20,0.006,pwr,1500,37,0
0.79759,40,0.006,pwr,1500,37,0
0.80368,80,0.006,pwr,1500,37,0
0.81322,200,0.006,pwr,1500,37,0
0.78436,0,0.008,pwr,1500,37,0
0.78519,1,0.008,pwr,1500,37,0
0.78475,2,0.008,pwr,1500,37,0
0.78509,3,0.008,pwr,1500,37,0
0.78532,4,0.008,pwr,1500,37,0
0.78618,8,0.008,pwr,1500,37,0
0.7866,12,0.008,pwr,1500,37,0
0.78901,20,0.008,pwr,1500,37,0
0.79348,40,0.008,pwr,1500,37,0
0.7985,80,0.008,pwr,1500,37,0
0.80704,200,0.008,pwr,1500,37,0
0.78436,0,0.01,pwr,1500,37,0
0.78448,1,0.01,pwr,1500,37,0
0.78482,2,0.01,pwr,1500,37,0
0.78539,3,0.01,pwr,1500,37,0
0.78522,4,0.01,pwr,1500,37,0
0.78502,8,0.01,pwr,1500,37,0
0.786,12,0.01,pwr,1500,37,0
0.78734,20,0.01,pwr,1500,37,0
0.79107,40,0.01,pwr,1500,37,0
0.79464,80,0.01,pwr,1500,37,0
0.80205,200,0.01,pwr,1500,37,0
0.78436,0,0.012,pwr,1500,37,0
0.78428,1,0.012,pwr,1500,37,0
0.78428,2,0.012,pwr,1500,37,0
0.7845,3,0.012,pwr,1500,37,0
0.78492,4,0.012,pwr,1500,37,0
0.78515,8,0.012,pwr,1500,37,0
0.78565,12,0.012,pwr,1500,37,0
0.78662,20,0.012,pwr,1500,37,0
0.78829,40,0.012,pwr,1500,37,0
0.79183,80,0.012,pwr,1500,37,0
0.79823,200,0.012,pwr,1500,37,0
0.78436,0,0.014,pwr,1500,37,0
0.78437,1,0.014,pwr,1500,37,0
0.78462,2,0.014,pwr,1500,37,0
0.78495,3,0.014,pwr,1500,37,0
0.78493,4,0.014,pwr,1500,37,0
0.78478,8,0.014,pwr,1500,37,0
0.78513,12,0.014,pwr,1500,37,0
0.78536,20,0.014,pwr,1500,37,0
0.78768,40,0.014,pwr,1500,37,0
0.78992,80,0.014,pwr,1500,37,0
0.7945,200,0.014,pwr,1500,37,0
0.78436,0,0.016,pwr,1500,37,0
0.78449,1,0.016,pwr,1500,37,0
0.78472,2,0.016,pwr,1500,37,0
0.78388,3,0.016,pwr,1500,37,0
0.78447,4,0.016,pwr,1500,37,0
0.78516,8,0.016,pwr,1500,37,0
0.78479,12,0.016,pwr,1500,37,0
0.78593,20,0.016,pwr,1500,37,0
0.78653,40,0.016,pwr,1500,37,0
0.78783,80,0.016,pwr,1500,37,0
0.7921,200,0.016,pwr,1500,37,0
0.78436,0,0.018,pwr,1500,37,0
0.78419,1,0.018,pwr,1500,37,0
0.78499,2,0.018,pwr,1500,37,0
0.78441,3,0.018,pwr,1500,37,0
0.78444,4,0.018,pwr,1500,37,0
0.78465,8,0.018,pwr,1500,37,0
0.78453,12,0.018,pwr,1500,37,0
0.78478,20,0.018,pwr,1500,37,0
0.78562,40,0.018,pwr,1500,37,0
0.78634,80,0.018,pwr,1500,37,0
0.78888,200,0.018,pwr,1500,37,0
0.78436,0,0.02,pwr,1500,37,0
0.78414,1,0.02,pwr,1500,37,0
0.78395,2,0.02,pwr,1500,37,0
0.78449,3,0.02,pwr,1500,37,0
0.7844,4,0.02,pwr,1500,37,0
0.78448,8,0.02,pwr,1500,37,0
0.78465,12,0.02,pwr,1500,37,0
0.78509,20,0.02,pwr,1500,37,0
0.78487,40,0.02,pwr,1500,37,0
0.78515,80,0.02,pwr,1500,37,0
0.78668,200,0.02,pwr,1500,37,0
0.78436,0,0.022,pwr,1500,37,0
0.78424,1,0.022,pwr,1500,37,0
